"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"12639","Governador Newton Bello",2104651,"MA",1173,1166.1,0,1.7,5.2,0,0,0,99,2019
"12640","Governador Luiz Rocha",2104628,"MA",377,217.5,6,133.5,0,0,26,0,100,2019
"12641","Governador Jorge Teixeira",1101005,"RO",5131,1386.4,5.8,3553.2,0,0,191.4,0,100,2019
"12642","Governador Eugênio Barros",2104602,"MA",829,376.7,13.1,452.3,0,0,0,0,100,2019
"12643","Governador Edison Lobão",2104552,"MA",619,287.5,0,17.9,0,0,299.3,14.3,100,2019
"12644","Governador Archer",2104503,"MA",442,196,1.2,246,0,0,0,0,100,2019
"12645","Gonçalves Dias",2104404,"MA",888,618.4,6.7,269.6,0,0,0,0,100,2019
"12646","Goiatins",1709005,"TO",6450,0,0,0,0,0,6434.6,15.9,100,2019
"12647","Goianorte",1708304,"TO",1805,104.9,0,49.6,0,0,1650.5,0,100,2019
"12648","Goianésia do Pará",1503093,"PA",7048,3937.7,30.1,2618.8,10.2,0,0,481.3,100,2019
"12649","Godofredo Viana",2104305,"MA",684,302.7,1.1,265.5,14.7,0,28,73.1,100,2019
"12650","Glória D'Oeste",5103957,"MT",849,296.6,0,45.9,0,0,506.5,0,100,2019
"12651","General Carneiro",5103908,"MT",3793,0,0,1.2,0,0,3790.3,1.5,100,2019
"12652","Gaúcha do Norte",5103858,"MT",16898,3727.3,15.6,8530.4,0,0,4609.7,30.6,100,2019
"12653","Garrafão do Norte",1503077,"PA",1610,1437.4,0.6,141.5,31.1,0,0,0,100,2019
"12654","Fortuna",2104206,"MA",706,334.8,12.1,365.9,0,0,5.3,0,100,2019
"12655","Fortaleza dos Nogueiras",2104107,"MA",1680,0,0,0,0,0,1680.7,0,100,2019
"12656","Fortaleza do Tabocão",1708254,"TO",624,402.6,0,1.8,0,0,219.6,0,100,2019
"12657","Formoso do Araguaia",1708205,"TO",13453,207.4,1.9,820.2,0,0,12257.6,167.8,100,2019
"12658","Formosa da Serra Negra",2104099,"MA",3977,34.4,0.3,23.7,0,0,3918.9,0,100,2019
"12659","Fonte Boa",1301605,"AM",12392,106.5,0.7,9108.2,2210.7,0,154.1,812.5,100,2019
"12660","Floresta do Araguaia",1503044,"PA",3454,1925.1,3.1,305.8,0,0,1177.7,45.4,100,2019
"12661","Filadélfia",1707702,"TO",1998,0,0,0,0,0,1975.5,23.5,100,2019
"12662","Figueirópolis D'Oeste",5103809,"MT",893,741.1,0.1,45.8,0,0,106.1,0,99,2019
"12663","Figueirópolis",1707652,"TO",1935,0,0,0,0,0,1935.3,0,100,2019
"12664","Ferreira Gomes",1600238,"AP",5047,145.4,1.4,2945.7,246.8,0,1643.1,66,100,2019
"12665","Fernando Falcão",2104081,"MA",3547,39.9,0.2,79.5,0,0,3427.6,0,99,2019
"12666","Feliz Natal",5103700,"MT",11448,2434.2,47.4,8289.4,0,0,703,21.4,100,2019
"12667","Feira Nova do Maranhão",2104073,"MA",1486,0,0,0,0,0,1486.9,0,100,2019
"12668","Feijó",1200302,"AC",29179,1741.2,97.7,27416.8,3.3,0,0.4,17.3,100,2019
"12669","Fátima",1707553,"TO",385,0,0,0,0,0,385,0,100,2019
"12670","Faro",1503002,"PA",11794,250.9,1.2,11236,38.4,0,87.6,181.1,100,2019
"12671","Estreito",2104057,"MA",2737,10.6,0,5,0,0,2700.3,21.1,99,2019
"12672","Espigão D'Oeste",1100098,"RO",4551,2123.6,6.9,2130.6,0,0,296.5,0.3,100,2019
"12673","Esperantinópolis",2104008,"MA",486,450.4,0,35.2,0,0,0.4,0,99,2019
"12674","Esperantina",1707405,"TO",505,219.2,0.6,8.9,0,0,227.5,49.4,100,2019
"12675","Epitaciolândia",1200252,"AC",1703,901,11.6,801.9,0,0,0,0.1,100,2019
"12676","Envira",1301506,"AM",7793,332,14.2,7380.5,17.6,0,0.1,62.8,100,2019
"12677","Eldorado dos Carajás",1502954,"PA",2968,2758.3,3.5,209.7,0,0,0,0,100,2019
"12678","Eirunepé",1301407,"AM",15608,394.2,3.7,14659.9,200.1,0,172.1,181.7,100,2019
"12679","Dueré",1707306,"TO",3435,46.8,0,233.6,0,0,3150.7,3.9,99,2019
"12680","Dom Pedro",2103802,"MA",374,235.4,1,138.6,0,0,0,0,100,2019
"12681","Dom Eliseu",1502939,"PA",5296,3513.1,13.2,1769.3,13.6,0,0,0,100,2019
"12682","Dom Aquino",5103601,"MT",2208,799.9,0.2,48.4,0,0,1359.7,0,100,2019
"12683","Dois Irmãos do Tocantins",1707207,"TO",3772,68.5,0,75.5,0,0,3628,0,100,2019
"12684","Divinópolis do Tocantins",1707108,"TO",2355,18.5,0,57.3,0,0,2279.2,0,100,2019
"12685","Dianópolis",1707009,"TO",3240,0,0,4.7,0,0,3235.3,0,100,2019
"12686","Diamantino",5103502,"MT",8135,635.9,0.6,1781.7,0,0,5717.4,0,100,2019
"12687","Denise",5103452,"MT",1303,1142,0.1,155.6,0,0,5.4,0,99,2019
"12688","Davinópolis",2103752,"MA",339,292.4,0.1,46.6,0,0,0,0,100,2019
"12689","Darcinópolis",1706506,"TO",1649,108.5,0.1,26,0,0,1509.6,4.9,100,2019
"12690","Cutias",1600212,"AP",2117,188,0.8,404.7,7.8,0,1452.3,64.2,100,2019
"12691","Curvelândia",5103437,"MT",362,295.6,0.1,29.3,0,0,37.1,0,100,2019
"12692","Cururupu",2103703,"MA",1235,610.8,0,345.6,97.5,0,12.6,168.5,99,2019
"12693","Curuçá",1502905,"PA",675,275.3,0.7,321.7,8.1,0,0.9,69,99,2019
"12694","Curuá",1502855,"PA",1430,368.6,11.1,321.7,0,0,272.6,467.1,100,2019
"12695","Curralinho",1502806,"PA",3626,205.3,1.7,2553,255.6,0,241.5,370.6,99,2019
"12696","Curionópolis",1502772,"PA",2375,2064.5,2.7,305.9,0,0,4.6,0,100,2019
"12697","Cumaru do Norte",1502764,"PA",17105,7411.4,43.7,8257.6,0,0,1436,0,100,2019
"12698","Cujubim",1100940,"RO",3904,2059.7,115.5,1842.1,0,0,0,2.2,100,2019
"12699","Cuiabá",5103403,"MT",3496,170.5,0,166.4,0,0,3159.1,0,100,2019
"12700","Cruzeiro do Sul",1200203,"AC",9202,1088.5,26.2,8064,28.8,0,20.7,0,99,2019
"12701","Crixás do Tocantins",1706258,"TO",990,0,0,0,0,0,990.5,0,100,2019
"12702","Cristalândia",1706100,"TO",1854,0,0,1.1,0,0,1852.9,0,100,2019
"12703","Couto Magalhães",1706001,"TO",1591,235.3,0.1,86.1,0,0,1230.2,39.4,100,2019
"12704","Cotriguaçu",5103379,"MT",9527,2269.5,32.9,7008.4,0,0,116,133.1,100,2019
"12705","Costa Marques",1100080,"RO",5058,1881.3,47.6,2597,0,0,558.9,20.8,99,2019
"12706","Corumbiara",1100072,"RO",3081,2172,3.9,809.6,0,0,99.4,0,100,2019
"12707","Coroatá",2103604,"MA",2298,1058.8,0.9,1236.4,2.8,0,0,0,99,2019
"12708","Conquista D'Oeste",5103361,"MT",2707,587.9,1,802.8,0,0,1316.3,0,100,2019
"12709","Confresa",5103353,"MT",5801,3916.4,9.6,1562.2,0,0,320.3,2.1,100,2019
"12710","Concórdia do Pará",1502756,"PA",695,613.7,0.3,81,0,0,0,0.3,99,2019
"12711","Conceição do Tocantins",1705607,"TO",2519,0,0,0,0,0,2519.6,0,100,2019
"12712","Conceição do Lago-Açu",2103554,"MA",742,531,0,0,0,0,98.7,113,100,2019
"12713","Conceição do Araguaia",1502707,"PA",5847,3101.2,8.9,753.9,0,0,1874.8,117.1,99,2019
"12714","Comodoro",5103304,"MT",21863,3235.6,30.7,8850.6,1,0,9773.1,2.7,99,2019
"12715","Combinado",1705557,"TO",211,0,0,16.6,0,0,194.4,0,100,2019
"12716","Colorado do Oeste",1100064,"RO",1460,1201.8,1.9,204.3,0,0,53.9,0,99,2019
"12717","Colniza",5103254,"MT",28123,5167.5,198,22587.6,0,0,311.5,56.4,100,2019
"12718","Colméia",1716703,"TO",995,755.4,0.9,18.8,0,0,220.8,0,100,2019
"12719","Colinas do Tocantins",1705508,"TO",847,663.1,0,4,0,0,179.9,0,100,2019
"12720","Colinas",2103505,"MA",2011,214.3,2.3,357.7,0.1,0,1438.9,0,100,2019
"12721","Colíder",5103205,"MT",3039,2534.4,8.4,498.2,0,0,2.3,4.1,100,2019
"12722","Colares",1502608,"PA",612,90.7,0,132.7,0.1,0,15.9,372.6,100,2019
"12723","Codajás",1301308,"AM",18944,274.7,2.5,16479.7,19.6,0,729.2,1440.8,99,2019
"12724","Cocalinho",5103106,"MT",16560,269.2,5,1728.6,0,0,14449.5,112.7,100,2019
"12725","Coari",1301209,"AM",58828,791.2,3.7,52939.8,1512.1,0,823.1,2761.8,99,2019
"12726","Cláudia",5103056,"MT",3865,1812.6,92.1,2043.5,0,0,0,8.9,100,2019
"12727","Cidelândia",2103257,"MA",1474,1312.2,2.1,131.4,2.8,0,20.8,6.8,99,2019
"12728","Chupinguaia",1100924,"RO",5164,2715.6,15.2,2119.6,0,0,328.4,0.4,100,2019
"12729","Chaves",1502509,"PA",13116,99.8,0.3,3561,457.3,0,5236.2,3761.7,100,2019
"12730","Chapada dos Guimarães",5103007,"MT",6250,392.1,0.1,142.2,0,0,5516.4,199.3,100,2019
"12731","Chapada de Areia",1704600,"TO",661,2.1,0,10,0,0,648.9,0,100,2019
"12732","Chapada da Natividade",1705102,"TO",1655,0,0,0,0,0,1655.2,0,100,2019
"12733","Cerejeiras",1100056,"RO",2805,819.1,1.1,741.5,0,0,1244.4,0,99,2019
"12734","Centro Novo do Maranhão",2103174,"MA",8329,2371.8,3.9,2416.8,3540.1,0,0,0.3,100,2019
"12735","Centro do Guilherme",2103158,"MA",1084,923.6,1.5,101.9,58.5,0,0,0,100,2019
"12736","Central do Maranhão",2103125,"MA",370,258.9,0,10.5,1.5,0,97.7,1.4,100,2019
"12737","Centenário",1704105,"TO",1967,0,0,0,0,0,1967.7,0,100,2019
"12738","Cedral",2103109,"MA",291,229.5,0,48.8,5.7,0,0.2,6.8,100,2019
"12739","Castanheiras",1100908,"RO",901,733.9,1.8,164,0,0,0.6,2.5,100,2019
"12740","Castanheira",5102850,"MT",3963,2579.5,8.7,1351.4,0,0,3.4,28.7,100,2019
"12741","Castanhal",1502400,"PA",1034,906.4,0.2,126.5,0,0,0,1.1,100,2019
"12742","Caseara",1703909,"TO",1697,309.5,0.3,274.4,0,0,1079.1,34,100,2019
"12743","Carutapera",2102903,"MA",1239,662.2,2.2,384.7,0,0,112.8,79.3,100,2019
"12744","Carrasco Bonito",1703891,"TO",194,131.3,0,0.6,0,0,57.9,4.2,100,2019
"12745","Carolina",2102804,"MA",6485,0,0,0.3,0,0,6429.6,55.1,100,2019
"12746","Caroebe",1400233,"RR",12120,1088.2,37,10219.5,716.3,0,12.8,83.2,100,2019
"12747","Carmolândia",1703883,"TO",340,308.1,0.1,31.9,0,0,0,0,100,2019
"12748","Carlinda",5102793,"MT",2417,1736,2.1,648.8,0,0,0,32.2,99,2019
"12749","Cariri do Tocantins",1703867,"TO",1130,0,0,0,0,0,1130.6,0,100,2019
"12750","Careiro da Várzea",1301159,"AM",2641,578.8,11.8,726.4,0,0,707.8,628,100,2019
"12751","Careiro",1301100,"AM",6127,1132.2,2.6,4419,178.2,0,80.7,316.9,100,2019
"12752","Carauari",1301001,"AM",26469,299.2,0.6,25601.9,155.3,0,12.7,399.9,100,2019
"12753","Caracaraí",1400209,"RR",47818,1277.5,100.3,29335.7,2140.9,0,14489.7,574.2,100,2019
"12754","Capixaba",1200179,"AC",1760,958.3,28.4,800.8,0.9,0,0,0,100,2019
"12755","Capitão Poço",1502301,"PA",2924,2577.8,1.6,241.6,100.8,0,2,1.8,100,2019
"12756","Capinzal do Norte",2102754,"MA",598,225,0.4,373,0,0,0,0,100,2019
"12757","Capanema",1502202,"PA",619,518.6,0.1,24.7,43.8,0,29.5,2.4,100,2019
"12758","Canutama",1300904,"AM",30278,1213.8,60.6,27778.9,0.2,0,988.3,296.8,100,2019
"12759","Cantanhede",2102705,"MA",783,249.9,1.4,509.7,18.8,0,4.6,0,100,2019
"12760","Cantá",1400175,"RR",7715,1678.7,85.7,4968.7,160.9,0,826.5,80.2,100,2019
"12761","Cândido Mendes",2102606,"MA",1635,942.8,1.7,379.8,153,0,79.8,79.6,100,2019
"12762","Candeias do Jamari",1100809,"RO",6931,2364.3,106.4,4185.7,0,0,0,381,100,2019
"12763","Canarana",5102702,"MT",10840,1918.7,20.5,2130.3,0,0,6784.7,6.3,100,2019
"12764","Canabrava do Norte",5102694,"MT",3451,1666.4,4.4,583.3,0,0,1201.1,0.2,100,2019
"12765","Canaã dos Carajás",1502152,"PA",3156,1746.2,1.2,1289.7,14.4,0,105.6,0.1,100,2019
"12766","Campos Lindos",1703842,"TO",3266,0.1,0,1.5,0,0,3264.4,0,100,2019
"12767","Campos de Júlio",5102686,"MT",6831,113,4.4,469.9,0,0,6248.1,0,100,2019
"12768","Campo Verde",5102678,"MT",4794,197.7,0.3,52.1,0,0,4544.2,0,100,2019
"12769","Campo Novo do Parecis",5102637,"MT",9467,269.4,3.1,1571.2,0,0,7626.4,0,100,2019
"12770","Campo Novo de Rondônia",1100700,"RO",3491,2094.7,15,1122.1,0,0,274.2,0,99,2019
"12771","Campinápolis",5102603,"MT",5968,0.6,0,11.3,0,0,5956.1,0,100,2019
"12772","Campestre do Maranhão",2102556,"MA",618,412.3,0.3,41.7,0,0,154.3,9.7,100,2019
"12773","Cametá",1502103,"PA",3090,1118.6,0.1,513,352.2,0,657.9,448.3,100,2019
"12774","Calçoene",1600204,"AP",14283,196.4,2.1,8503,3460.7,0,1950.7,172.2,100,2019
"12775","Cajari",2102507,"MA",551,63.8,0.2,21.9,0.6,0,352.2,112.5,100,2019
"12776","Cajapió",2102408,"MA",918,84.9,0,318.9,12.5,0,116.1,385.6,100,2019
"12777","Cacoal",1100049,"RO",3821,2529.2,6,1259.8,0,0,26.2,5.8,100,2019
"12778","Cachoeirinha",1703826,"TO",354,111,0.1,35.7,0,0,207.3,0,100,2019
"12779","Cachoeira do Piriá",1501956,"PA",2465,1518.6,22.1,870.6,67.4,0,0,8.4,100,2019
"12780","Cachoeira do Arari",1502004,"PA",3115,73.7,0,260,47.9,0,2267.7,465.7,100,2019
"12781","Cáceres",5102504,"MT",24399,1977.9,2.1,1548.7,0,0,19780.8,1091.6,99,2019
"12782","Cacaulândia",1100601,"RO",1985,1499.3,6.1,444.6,0,0,41.1,0,100,2019
"12783","Cabixi",1100031,"RO",1322,1003.5,4.7,303.5,0,0,11.3,3.7,100,2019
"12784","Caapiranga",1300839,"AM",9550,250.7,1.3,8655.8,34,0,181.9,427.6,100,2019
"12785","Buritis",1100452,"RO",3315,2663.8,31.8,646.3,0,0,4.8,0.1,100,2019
"12786","Buritirana",2102358,"MA",824,703.7,3.3,106.4,0,0,13.9,0,100,2019
"12787","Buriticupu",2102325,"MA",2568,2004.7,13.3,549.9,12.4,0,0,1,99,2019
"12788","Buriti do Tocantins",1703800,"TO",250,214.1,0,1.1,0,0,29,5.8,99,2019
"12789","Bujaru",1501907,"PA",1010,666.8,0.2,272.1,0,0,11.8,59.3,100,2019
"12790","Bujari",1200138,"AC",3104,1295,27.1,1808.8,0,0,0,0.2,100,2019
"12791","Breves",1501808,"PA",9572,546.6,1.8,7845.2,71.1,0,86.2,1022.9,99,2019
"12792","Breu Branco",1501782,"PA",3953,2840.5,9.4,836.2,12.5,0,0.9,262.9,99,2019
"12793","Brejo Grande do Araguaia",1501758,"PA",1292,1072.1,1.2,163.4,0,0,29.8,26.7,100,2019
"12794","Brejo de Areia",2102150,"MA",365,365.1,0,0,0,0,0,0,100,2019
"12795","Brejinho de Nazaré",1703701,"TO",1731,0,0,0,0,0,1729.1,1.9,100,2019
"12796","Brasnorte",5101902,"MT",15999,4491.5,47.8,7710.8,0,0,3762.9,33.8,100,2019
"12797","Brasiléia",1200104,"AC",4062,1501.1,62.3,2560.5,0,0,0,0.4,100,2019
"12798","Brasilândia do Tocantins",1703602,"TO",643,219.3,0,4.6,0,0,419.1,0,100,2019
"12799","Brasil Novo",1501725,"PA",6368,2716.3,26.1,3560.4,86.3,0,0.1,4.9,100,2019
"12800","Bragança",1501709,"PA",2107,1725,0.2,244.9,43.3,0,37.6,56.2,100,2019
"12801","Borba",1300805,"AM",44452,567.2,11.3,41267.6,192,0,586.5,1838.7,100,2019
"12802","Bonito",1501600,"PA",590,544,0,34.6,11.4,0,0,0,99,2019
"12803","Bonfim",1400159,"RR",8141,413.6,12.6,1528.5,21.5,0,6134.1,43.3,100,2019
"12804","Bom Lugar",2102077,"MA",451,451.8,0,0,0,0,0,0,100,2019
"12805","Bom Jesus do Tocantins",1501576,"PA",2827,1789.8,7.4,928,0,0,70,39.2,100,2019
"12806","Bom Jesus do Tocantins",1703305,"TO",1338,7.5,0,6.9,0,0,1314.6,9,100,2019
"12807","Bom Jesus do Araguaia",5101852,"MT",4282,2768.1,2.5,1137,0,0,375.3,1.6,100,2019
"12808","Bom Jesus das Selvas",2102036,"MA",2700,2277.4,20,386.9,35.7,0,0,0,99,2019
"12809","Bom Jardim",2102002,"MA",6648,3686.2,19.3,1662.2,1236.2,0,55.9,7.5,100,2019
"12810","Boca do Acre",1300706,"AM",22595,2770.4,148.1,19642.2,0,0,58.4,124,100,2019
"12811","Boa Vista do Ramos",1300680,"AM",2588,211.4,1.1,1117.6,0.5,0,852.8,405.7,100,2019
"12812","Boa Vista do Gurupi",2101970,"MA",407,336.6,2.7,63.7,1.2,0,0,5.5,99,2019
"12813","Boa Vista",1400100,"RR",5726,21.8,0.1,227.6,0.7,0,5381.9,94,99,2019
"12814","Beruri",1300631,"AM",17411,229.1,2.8,15665,58,0,886.1,572.8,100,2019
"12815","Bernardo Sayão",1703206,"TO",930,895.1,0,20.8,0,0,0,14.1,100,2019
"12816","Bernardo do Mearim",2101939,"MA",264,194.2,0,69.8,0,0,0,0,100,2019
"12817","Bequimão",2101905,"MA",779,468.6,0,33,41.2,0,195.8,40.4,100,2019
"12818","Benjamin Constant",1300607,"AM",9146,193.6,0.9,8743.7,3.9,0,0,204.8,100,2019
"12819","Benevides",1501501,"PA",189,125.4,0.1,55.3,0,0,0,8.3,100,2019
"12820","Benedito Leite",2101806,"MA",1804,0,0,122.3,0,0,1681.7,0,100,2019
"12821","Belterra",1501451,"PA",4399,837.4,5.2,2953,3.1,0,0,605.5,99,2019
"12822","Belém",1501402,"PA",1070,252,1.2,195.9,33.7,0,7.1,581.3,100,2019
"12823","Bela Vista do Maranhão",2101772,"MA",147,127,0,0,0,0,20.8,0,100,2019
"12824","Barrolândia",1703107,"TO",715,0,0,0.1,0,0,714.9,0,100,2019
"12825","Barreirinha",1300508,"AM",5760,811.8,3.8,3561.2,22.3,0,408.6,956.1,100,2019
"12826","Barra do Ouro",1703073,"TO",1112,0,0,0,0,0,1093.1,19.7,100,2019
"12827","Barra do Garças",5101803,"MT",9146,1276.4,1.9,226.9,4.1,0,7626.4,12.2,100,2019
"12828","Barra do Corda",2101608,"MA",7962,3272.6,11.7,2184.8,0.1,0,2499.9,4.6,100,2019
"12829","Barra do Bugres",5101704,"MT",6066,3360.2,3.7,1886.7,0,0,815.7,3.4,100,2019
"12830","Barcelos",1300409,"AM",124163,221.8,11.6,95041.7,7339.5,0,17060.1,4499.9,100,2019
"12831","Barcarena",1501303,"PA",1316,334.1,0.1,308.2,144.1,0,1.9,527.7,100,2019
"12832","Barão de Melgaço",5101605,"MT",11187,377,0.3,2207.3,0,0,8493.6,109.1,100,2019
"12833","Bannach",1501253,"PA",2964,2197,2.4,704.5,0,0,62.5,0,100,2019
"12834","Bandeirantes do Tocantins",1703057,"TO",1548,1500.6,0.2,47.2,0,0,0.2,0,100,2019
"12835","Balsas",2101400,"MA",13259,0,0,0,0,0,13259.1,0,100,2019
"12836","Baião",1501204,"PA",3768,1630.7,7.3,1381.8,44.2,0,475.4,235.9,100,2019
"12837","Bagre",1501105,"PA",4403,212.3,2.3,3361.9,510.5,0,61.5,256.8,99,2019
"12838","Bacurituba",2101350,"MA",684,16.2,0,19.8,12.6,0,358.2,277.2,100,2019
"12839","Bacuri",2101301,"MA",795,502.4,0,66.3,131.8,0,5.5,89,99,2019
"12840","Bacabeira",2101251,"MA",625,102.9,0.2,171.4,28.1,0,226.1,96.5,100,2019
"12841","Bacabal",2101202,"MA",1705,1202.5,0,139.2,0,0,360.8,2.5,100,2019
"12842","Babaçulândia",1703008,"TO",1796,3.5,0,0,0,0,1779.2,13.5,100,2019
"12843","Axixá do Tocantins",1702901,"TO",150,140.2,0,9.8,0,0,0,0,100,2019
"12844","Axixá",2101103,"MA",205,30.9,0.1,98.3,18.6,0,0,57.2,99,2019
"12845","Aveiro",1501006,"PA",17089,1363.8,45,14801.6,186.2,0,18.4,719,100,2019
"12846","Autazes",1300300,"AM",7636,1379.5,35,4776.3,0,0,464.3,1015.9,100,2019
"12847","Aurora do Tocantins",1702703,"TO",756,0,0,1.5,0,0,754.5,0,100,2019
"12848","Aurora do Pará",1500958,"PA",1824,1562.8,1.3,242.6,1.3,0,0,17.3,100,2019
"12849","Augusto Corrêa",1500909,"PA",1100,728.8,0,194.3,95.9,0,4.7,76.3,100,2019
"12850","Augustinópolis",1702554,"TO",397,383.3,0.3,13.2,0,0,0.5,0,99,2019
"12851","Atalaia do Norte",1300201,"AM",80005,248.2,2.7,79226.4,118,0,16.5,395.9,100,2019
"12852","Assis Brasil",1200054,"AC",5180,316,22.8,4863.5,0,0,0.5,0,100,2019
"12853","Arraias",1702406,"TO",5827,0,0,12.9,0,0,5814.1,0,100,2019
"12854","Ariquemes",1100023,"RO",4481,3300.8,18.9,1090.4,0,0,89.6,0.2,99,2019
"12855","Aripuanã",5101407,"MT",25182,4474.6,155.5,20370.4,0,0,283.2,53.8,99,2019
"12856","Arenápolis",5101308,"MT",414,369.6,0.7,44.4,0,0,0,0,100,2019
"12857","Arari",2101004,"MA",1115,414.8,1.7,36.1,0.1,0,585.3,78.7,100,2019
"12858","Araputanga",5101258,"MT",1608,1226.5,0.1,346.3,0,0,35.2,0,100,2019
"12859","Arapoema",1702307,"TO",1558,1468.9,0.3,65.1,0,0,0,24,100,2019
"12860","Arame",2100956,"MA",3075,1949.2,25.7,789.2,0,0,336.5,0.1,100,2019
"12861","Araguatins",1702208,"TO",2642,1842,2.2,194,0.3,0,539,66.7,99,2019
"12862","Araguanã",1702158,"TO",838,744.2,0.1,66,0,0,12.5,15.3,100,2019
"12863","Araguanã",2100873,"MA",811,757.8,0,3.2,50,0,0,0,100,2019
"12864","Araguainha",5101209,"MT",688,0,0,0.7,0,0,687.3,0,100,2019
"12865","Araguaína",1702109,"TO",4019,2699.6,2.1,397.9,0,0,897.6,23.9,99,2019
"12866","Araguaiana",5101001,"MT",6422,831.2,0,540.3,2,0,5034.8,13.7,99,2019
"12867","Araguaçu",1702000,"TO",5183,0,0,80.5,0,0,5099.8,2.7,99,2019
"12868","Araguacema",1701903,"TO",2786,64.9,0.1,405,0,0,2232,84.1,99,2019
"12869","Aragominas",1701309,"TO",1180,1021.7,0.3,129.6,0,0,18,10.7,100,2019
"12870","Apuí",1300144,"AM",54490,2910.6,288.7,50750.2,0,0,625,204.2,100,2019
"12871","Apicum-Açu",2100832,"MA",349,167,0,0,141,0,3,59.2,106,2019
"12872","Apiacás",5100805,"MT",20401,2297.6,85.8,16787.3,0,0,1052.9,263.2,100,2019
"12873","Aparecida do Rio Negro",1701101,"TO",1166,0,0,0,0,0,1166.8,0,100,2019
"12874","Anori",1300102,"AM",5852,83.5,0,4692.9,0.3,0,640.6,434.7,100,2019
"12875","Angico",1701051,"TO",453,204.1,2.2,26.3,0,0,222.6,0,100,2019
"12876","Anapu",1500859,"PA",11910,2820.3,218.3,8909.4,0,0,6.8,173.5,100,2019
"12877","Ananindeua",1500800,"PA",185,87.3,0,73.1,6.2,0,0,18.4,99,2019
"12878","Ananás",1701002,"TO",1587,1167.4,0.3,183.4,0,0,192.8,43.4,100,2019
"12879","Anamã",1300086,"AM",2473,202.3,0.4,1999.3,17.8,0,34.6,219,100,2019
"12880","Anajatuba",2100709,"MA",1024,314.5,0.6,28.6,15.2,0,552.8,112.9,99,2019
"12881","Anajás",1500701,"PA",6940,177.4,0.4,5980.5,436.2,0,209.1,136.8,100,2019
"12882","Amaturá",1300060,"AM",4903,117.1,0,3338.9,1010.9,0,222.5,213.6,100,2019
"12883","Amarante do Maranhão",2100600,"MA",7733,2355.6,13.7,3654.1,44.8,0,1678.5,0,100,2019
"12884","Amapá do Maranhão",2100550,"MA",507,399,2.5,108,0,0,0,0,100,2019
"12885","Amapá",1600105,"AP",9186,110.4,0.7,2347.9,841.3,0,4911.1,975.3,100,2019
"12886","Amajari",1400027,"RR",28786,407.5,23.7,19168.7,3833.9,0,5292,83.9,100,2019
"12887","Alvorada D'Oeste",1100346,"RO",3060,1387.2,2.5,853.1,0,0,819.7,0,100,2019
"12888","Alvorada",1700707,"TO",1216,0,0,0,0,0,1216.1,0,100,2019
"12889","Alvarães",1300029,"AM",6027,347.2,2.9,5463.3,50.9,0,38,127.6,100,2019
"12890","Alto Taquari",5100607,"MT",1391,0,0,7.6,0,0,1383.4,0,100,2019
"12891","Alto Parnaíba",2100501,"MA",11229,0,0,156.3,0,0,11072.7,0,100,2019
"12892","Alto Paraíso",1100403,"RO",2683,1982.2,46.9,682.4,0,0,0.8,17.6,100,2019
"12893","Alto Paraguai",5100508,"MT",2055,424.3,0,122.7,0,0,1508,0,100,2019
"12894","Alto Garças",5100409,"MT",3658,0,0,0,0,0,3658,0,100,2019
"12895","Alto Boa Vista",5100359,"MT",2241,1226.7,0.7,440.5,0,0,573.8,0,100,2019
"12896","Alto Araguaia",5100300,"MT",5541,0,0,201.7,0,0,5339.3,0,100,2019
"12897","Alto Alegre dos Parecis",1100379,"RO",3994,1345.6,10.5,1717,0,0,917.6,13.8,100,2019
"12898","Alto Alegre do Pindaré",2100477,"MA",1951,1865.9,0.4,25.5,6.1,0,53.5,0,100,2019
"12899","Alto Alegre do Maranhão",2100436,"MA",388,189.1,0.5,198.9,0,0,0,0,100,2019
"12900","Alto Alegre",1400050,"RR",25869,847.8,25.9,17248.9,5068.2,0,2610.3,93.8,100,2019
"12901","Altamira do Maranhão",2100402,"MA",542,542.5,0,0,0,0,0,0,100,2019
"12902","Altamira",1500602,"PA",159540,9737.3,575.4,144292.4,81.4,0,3760.6,1668.3,99,2019
"12903","Alta Floresta D'Oeste",1100015,"RO",7137,2360.4,32.4,3046.4,0,0,1708,22.2,99,2019
"12904","Alta Floresta",5100250,"MT",8986,4990.6,15.1,3700.6,0,0,258.7,36.1,100,2019
"12905","Almeirim",1500503,"PA",72964,1899.6,30,59268.1,8050.2,0,2715.5,1030.6,99,2019
"12906","Almas",1700400,"TO",4041,0,0,0,0,0,4041,0,100,2019
"12907","Aliança do Tocantins",1700350,"TO",1585,0,0,0,0,0,1585.9,0,100,2019
"12908","Alenquer",1500404,"PA",22286,1506.8,17.9,14864.6,2848.6,0,2476.4,589.6,100,2019
"12909","Alcântara",2100204,"MA",1506,905.1,0.1,123.6,55.3,0,72,350,100,2019
"12910","Aguiarnópolis",1700301,"TO",236,110.9,2,18.7,0,0,102.1,4.3,99,2019
"12911","Água Boa",5100201,"MT",7486,40.1,0,123.5,0,0,7322.4,0,100,2019
"12912","Água Azul do Norte",1500347,"PA",7125,4674,9.7,2323.1,0,0,127.9,0,99,2019
"12913","Afuá",1500305,"PA",8382,29.2,0.1,4925.3,400.2,0,286.7,2740.6,100,2019
