"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"270","Pastos Bons",2108009,"MA",1660,0,0,0,0,1310.4,1444.8,0,165,2003
"271","Parintins",1303403,"AM",5958,929.8,17.2,1613.8,0,0,1133.2,2281.2,100,2003
"272","Parecis",1101450,"RO",2568,923.5,58,1161.1,0,0,483,0.4,100,2003
"273","Parauapebas",1505536,"PA",6968,1208.3,24.9,5672.3,0,0,85.6,1.8,100,2003
"274","Paranatinga",5106307,"MT",24181,2118.6,338.3,5401,0,5.5,16647.8,8.1,99,2003
"275","Paranaíta",5106299,"MT",4800,1683.1,121.6,3027,0,1.6,31.4,56.9,99,2003
"276","Paranã",1716208,"TO",11321,0,0,0,0,11321.1,11311.5,0,199,2003
"277","Paraíso do Tocantins",1716109,"TO",1274,0,0,0,0,0.4,1273.8,0,100,2003
"278","Paragominas",1505502,"PA",19465,7567.3,94.2,11853.2,0,1.4,7.1,36,100,2003
"279","Palmeirópolis",1715754,"TO",1710,0,0,0,0,1710.2,1705,0,199,2003
"280","Palmeiras do Tocantins",1713809,"TO",751,56.3,3.6,24.3,0,0.1,669.1,1.2,100,2003
"281","Palmeirante",1715705,"TO",2654,103.1,0.5,13.7,0,0,2523.5,13.7,100,2003
"282","Palmeirândia",2107605,"MA",532,439.7,0.2,11.6,0.4,0,58,22.3,100,2003
"283","Palmas",1721000,"TO",2227,0,0,0,0,0,2205,22.6,100,2003
"284","Palestina do Pará",1505494,"PA",985,751.8,7.3,207.3,0,0,0.3,25.6,99,2003
"285","Paço do Lumiar",2107506,"MA",134,58.1,2.5,67.3,0,0,0,8.6,100,2003
"286","Pacaraima",1400456,"RR",8083,61.9,2.7,1616.7,0,125.2,6264.1,15.1,100,2003
"287","Pacajá",1505486,"PA",11851,3414,202.7,8436.9,0,0.1,0,0,100,2003
"288","Ouro Preto do Oeste",1100155,"RO",1990,1730,18,242.6,0,0.3,15.9,1.2,100,2003
"289","Ourilândia do Norte",1505437,"PA",14357,1536.3,40.8,9647.3,0,0.4,3169.4,3.6,100,2003
"290","Ourém",1505403,"PA",565,451.7,9.6,0,0,115.2,1.4,0.3,100,2003
"291","Oriximiná",1505304,"PA",107782,1307.8,38,100837.9,147.6,83.5,3636.6,1768.6,100,2003
"292","Oliveira de Fátima",1715507,"TO",207,0,0,0,0,0.5,207.3,0,100,2003
"293","Olinda Nova do Maranhão",2107456,"MA",200,184.3,0,0.1,0,0,1.4,14.2,100,2003
"294","Olho d'Água das Cunhãs",2107407,"MA",704,704.6,0,0,0,0,0,0,100,2003
"295","Oiapoque",1600501,"AP",22642,159.8,14.1,13498.9,3.2,4953,3899.9,127.2,100,2003
"296","Oeiras do Pará",1505205,"PA",3863,670.2,10.4,2466.5,54.3,0.3,377.7,294,100,2003
"297","Óbidos",1505106,"PA",28031,1547,34.7,20534,0.3,2.7,4595.5,1351.5,99,2003
"298","Novo São Joaquim",5106281,"MT",5022,0.8,0.2,118.1,0,0.6,4900.3,2.2,100,2003
"299","Novo Santo Antônio",5106315,"MT",4375,140.1,11.9,545.7,0,0.2,3593.3,95.7,99,2003
"300","Novo Repartimento",1505064,"PA",15432,4527.6,522.2,9735.2,0,0.1,1,1168.1,100,2003
"301","Novo Progresso",1505031,"PA",38183,3146.6,379.4,31493.4,0,11,3457.3,74.7,100,2003
"302","Novo Mundo",5106265,"MT",5803,2097,300.6,3151.3,0,0.3,536.1,18.3,100,2003
"303","Novo Jardim",1715259,"TO",1321,0,0,0,0,1321.2,1318,0,199,2003
"304","Novo Horizonte do Oeste",1100502,"RO",852,717,17.3,130.4,0,0,4.6,0,100,2003
"305","Novo Horizonte do Norte",5106273,"MT",909,676.6,7.4,225.1,0,0,0,7.3,99,2003
"306","Novo Aripuanã",1303304,"AM",41452,599.3,34.1,38462,0,27.9,1620.2,742.6,100,2003
"307","Novo Alegre",1715150,"TO",201,0,0,0,0,201.7,157.1,0,178,2003
"308","Novo Airão",1303205,"AM",38114,108.3,4.6,36432.9,1.5,0.7,211.9,1358.7,99,2003
"309","Novo Acordo",1715101,"TO",2686,0,0,0,0,1640.8,2686.9,0,161,2003
"310","Nova Xavantina",5106257,"MT",5527,765.6,0.5,291.9,0,0,4443.3,26.2,99,2003
"311","Nova União",1101435,"RO",815,673,12.4,137.9,0,0.1,4,0,100,2003
"312","Nova Ubiratã",5106240,"MT",12694,3297.1,367.7,6603.8,0,0.1,2792.5,0.5,99,2003
"313","Nova Timboteua",1505007,"PA",492,361.1,27.5,0,0,133.1,19.5,4,105,2003
"314","Nova Santa Helena",5106190,"MT",2346,1233.2,26.4,1111.6,0,0.1,1.1,0,100,2003
"315","Nova Rosalândia",1715002,"TO",518,0,0,0,0,0.1,518.4,0,100,2003
"316","Nova Olinda do Norte",1303106,"AM",5625,388.6,11.2,4524.1,0,0.3,281,431,100,2003
"317","Nova Olinda do Maranhão",2107357,"MA",2479,1142.8,0.2,1328.5,7.2,0.5,0,0,100,2003
"318","Nova Olinda",1714880,"TO",1573,797.8,0.8,15.6,0,0.6,759,0,100,2003
"319","Nova Olímpia",5106232,"MT",1554,982.5,4.7,254.8,0,0,316.7,0,100,2003
"320","Nova Nazaré",5106174,"MT",4042,176.8,0.6,1087.9,0,0.7,2769.7,6.9,99,2003
"321","Nova Mutum",5106224,"MT",9546,2508.9,190.1,3656.9,0,0.6,3372.4,7.2,100,2003
"322","Nova Monte Verde",5108956,"MT",5277,2014.5,137.2,3242.9,0,0,12.9,6.7,99,2003
"323","Nova Maringá",5108907,"MT",11528,2137.4,230.1,8696,0,0.9,685.5,8.2,100,2003
"324","Nova Marilândia",5108857,"MT",1942,870.3,22,507.7,0,0.2,563.8,0,99,2003
"325","Nova Mamoré",1100338,"RO",10241,1819.3,208.7,7016.9,0,3.4,1358.1,43.3,99,2003
"326","Nova Lacerda",5106182,"MT",4744,1608.3,24.2,1636.4,0,0,1499.3,0,99,2003
"327","Nova Ipixuna",1504976,"PA",1569,1018.4,11.7,334.2,0,0,122.6,93.8,100,2003
"328","Nova Iorque",2107308,"MA",992,0,0,483.4,0,0,508.6,0,100,2003
"329","Nova Guarita",5108808,"MT",1087,891.7,12.7,194.7,0,0,0,0.6,100,2003
"330","Nova Esperança do Piriá",1504950,"PA",2829,1228,0.1,1599.2,1.3,0.5,0,0,100,2003
"331","Nova Colinas",2107258,"MA",748,0,0,0,0,750,748.8,0,200,2003
"332","Nova Canaã do Norte",5106216,"MT",5975,2712.6,77.6,2165.9,0,0,1059.4,37.1,100,2003
"333","Nova Brasilândia D'Oeste",1100148,"RO",1167,844.1,16.4,257.8,0,0,65.1,0,100,2003
"334","Nova Brasilândia",5106208,"MT",3268,1152.5,1.8,205.9,0,0,1881.9,27.7,100,2003
"335","Nova Bandeirantes",5106158,"MT",9558,1898.8,230,7436.2,0,1.1,91,130.9,100,2003
"336","Nossa Senhora do Livramento",5106109,"MT",5200,108.6,2.5,80.2,0,3.8,5005.1,2.3,99,2003
"337","Nortelândia",5106000,"MT",1353,901,3.5,301.6,0,0,150.4,0,100,2003
"338","Normandia",1400407,"RR",7003,18,0.3,498.6,3.8,8.1,6451.9,22.6,99,2003
"339","Nobres",5105903,"MT",3765,295.5,19.6,289.8,0,0,3179.7,0,100,2003
"340","Nhamundá",1303007,"AM",14132,440.9,5.8,12236.9,0,1.9,344.4,1107.9,100,2003
"341","Nazaré",1714302,"TO",398,267.4,0.2,47.5,0,0,83.1,0,100,2003
"342","Natividade",1714203,"TO",3260,0,0,0,0,3236.4,3260.4,0,199,2003
"343","Muricilândia",1713957,"TO",1193,934.3,0,232.5,0,0,0,26.2,100,2003
"344","Mucajaí",1400308,"RR",12878,1197.7,96.8,11442.9,1.2,1.3,196.3,38.6,100,2003
"345","Muaná",1504901,"PA",3776,96.6,0,1827.1,4.3,1,1361.3,485.7,100,2003
"346","Montes Altos",2107001,"MA",1499,165.5,1.8,75.5,0,0,1258,0,100,2003
"347","Monte Santo do Tocantins",1713700,"TO",1096,0.4,0,11,0,0.6,1084,0,100,2003
"348","Monte Negro",1101401,"RO",1955,1171.2,19.9,739.1,0,0,44.7,0,100,2003
"349","Monte do Carmo",1713601,"TO",3635,0,0,0,0,1003.8,3633.6,1.1,127,2003
"350","Monte Alegre",1504802,"PA",19516,3997.7,25.5,12561.6,13.8,3.8,1799.4,1139.7,100,2003
"351","Monção",2106904,"MA",1362,897.4,2.6,149.5,0.4,0.1,189,125.6,100,2003
"352","Moju",1504703,"PA",9129,3449.8,117.4,4295.4,0,1137.8,190.4,55.6,100,2003
"353","Mocajuba",1504604,"PA",872,487.6,1,141.3,0,0,168.2,74.9,100,2003
"354","Mirinzal",2106805,"MA",696,681.2,1.8,14.1,0.4,0,0,0.3,100,2003
"355","Mirassol d'Oeste",5105622,"MT",1077,903.3,20.4,139.8,0,0.1,33.8,0,100,2003
"356","Mirante da Serra",1101302,"RO",1205,585,11.8,405.6,0,0.1,214.3,0,100,2003
"357","Miranorte",1713304,"TO",1036,316.4,0.4,11.1,0,0,708.5,0,100,2003
"358","Miranda do Norte",2106755,"MA",357,202.5,3.9,90.3,0,51.2,12.8,0.2,100,2003
"359","Mirador",2106706,"MA",8716,0,0,0,0,3907.8,8716.3,0,144,2003
"360","Miracema do Tocantins",1713205,"TO",2663,0,0,0,0,0,2650.6,13,100,2003
"361","Ministro Andreazza",1101203,"RO",804,691.7,4.3,112.3,0,0,0,0,100,2003
"362","Melgaço",1504505,"PA",6781,143.1,0.4,5944,0.3,0.9,166.3,526.4,99,2003
"363","Medicilândia",1504455,"PA",8272,1539.1,687.1,6731,0,1.1,0,0.8,100,2003
"364","Mazagão",1600402,"AP",13140,75.6,12.1,11463.5,0.1,10.3,1347.5,243,99,2003
"365","Maurilândia do Tocantins",1712801,"TO",741,137.7,1.7,69,0,0,522.8,11.5,99,2003
"366","Maués",1302900,"AM",40090,1203.2,24.4,36717.4,0,2.2,872.3,1294.9,100,2003
"367","Matupá",5105606,"MT",5151,1559.3,83.1,3373,0,0,218.7,0,100,2003
"368","Matões do Norte",2106631,"MA",793,394.5,1,0,0,395.3,4.6,0.8,100,2003
"369","Matinha",2106508,"MA",414,288.2,0.5,4.1,0,0,49.2,72.5,99,2003
"370","Mateiros",1712702,"TO",9665,0,0,0,0,9674.9,9403.3,0,197,2003
"371","Marituba",1504422,"PA",103,64.6,2,0,0,38.7,0,7.2,107,2003
"372","Marianópolis do Tocantins",1712504,"TO",2096,118.2,7,218,0,0,1758.4,1.4,100,2003
"373","Marechal Thaumaturgo",1200351,"AC",8588,167.3,1.5,8329.9,0,90.1,0.2,0.5,100,2003
"374","Marcelândia",5105580,"MT",12295,2661.5,163.9,9396,0,4.1,218.8,14.6,100,2003
"375","Marapanim",1504406,"PA",795,376.2,17.9,0,2,373.3,41.6,48.9,105,2003
"376","Maranhãozinho",2106375,"MA",981,758.8,1.3,222.2,0,0,0,0,100,2003
"377","Marajá do Sena",2106359,"MA",881,737.9,6.1,143.1,0,0,0,0,100,2003
"378","Maracanã",1504307,"PA",860,294.7,19,0,0.1,451,33.2,121.4,104,2003
"379","Maracaçumé",2106326,"MA",635,536.5,18.7,98.5,0,0,0,0,100,2003
"380","Marabá",1504208,"PA",15161,6907.8,465,8129.3,0,1.7,36.2,86,100,2003
"381","Maraã",1302801,"AM",17221,101.5,13.6,14662.7,0.1,5.4,604.6,1846.7,99,2003
"382","Manoel Urbano",1200344,"AC",11118,212.6,50.2,10846.1,0,9.8,0,49.5,100,2003
"383","Manicoré",1302702,"AM",48689,1146.1,84,42552.2,0,17.4,4146.5,826.8,100,2003
"384","Mâncio Lima",1200336,"AC",5762,343.4,11.7,5230.7,0,142.8,45.1,0,100,2003
"385","Manaus",1302603,"AM",11473,1211,23.5,8711,0,0.2,3,1547.8,100,2003
"386","Manaquiri",1302553,"AM",4001,483.3,8.1,3124.3,0,0,106.3,287.1,100,2003
"387","Manacapuru",1302504,"AM",7381,737.5,34.8,4414.8,0,0.1,805.6,1423,99,2003
"388","Magalhães Barata",1504109,"PA",326,150.9,8.1,0,0,162.4,2.3,27.6,105,2003
"389","Mãe do Rio",1504059,"PA",471,428.3,13.7,0,0,42.7,0,1.4,100,2003
"390","Machadinho D'Oeste",1100130,"RO",8590,2090.9,197.9,6055.8,0,0,385.4,57.9,100,2003
"391","Macapá",1600303,"AP",6419,351.2,61.9,1990.3,4.6,1.9,3119.5,951.5,100,2003
"392","Luzinópolis",1712454,"TO",281,152.2,0,24.9,0,0,103.9,0,100,2003
"393","Luís Domingues",2106201,"MA",464,301,21.4,136.5,0.1,0.1,4.3,22,100,2003
"394","Luciara",5105309,"MT",4152,22.4,4.3,410.2,0,0,3675.5,43.9,100,2003
"395","Lucas do Rio Verde",5105259,"MT",3662,451.3,30.1,715.9,0,0,2494.8,0,100,2003
"396","Loreto",2106102,"MA",3638,0,0,60,0,0,3578,0,100,2003
"397","Lizarda",1712405,"TO",5769,0,0,0,0,4144.4,5765.5,0,171,2003
"398","Limoeiro do Ajuru",1504000,"PA",1494,58.2,0,866.1,10.5,0.5,50.9,507.8,100,2003
"399","Lima Campos",2106003,"MA",325,115.4,0,0,0,210.9,0,0,100,2003
"400","Lavandeira",1712157,"TO",524,0,0,0,0,525.2,515.5,0,198,2003
"401","Laranjal do Jari",1600279,"AP",30974,153,26.3,30312.8,28.9,269.7,146.9,62.7,99,2003
"402","Lambari D'Oeste",5105234,"MT",1773,1137.2,8.3,457.6,0,0.7,172.7,4.8,100,2003
"403","Lajeado Novo",2105989,"MA",1054,242.7,2,31,0,0,780.3,0,100,2003
"404","Lajeado",1712009,"TO",324,0,0,0,0,0,314,10.3,100,2003
"405","Lagoa Grande do Maranhão",2105963,"MA",741,703.7,0.7,37.3,0,0,0,0,100,2003
"406","Lagoa do Tocantins",1711951,"TO",917,0,0,0,0,516.6,917.7,0,156,2003
"407","Lagoa da Confusão",1711902,"TO",10588,183.1,5.6,2053.8,0,0.4,8239.6,111.1,99,2003
"408","Lago Verde",2105906,"MA",631,534.1,0,0.1,0,0,82.4,14.4,100,2003
"409","Lago dos Rodrigues",2105948,"MA",196,196.8,0,0,0,0,0,0,100,2003
"410","Lago do Junco",2105807,"MA",312,312.4,0,0,0,0,0,0,100,2003
"411","Lago da Pedra",2105708,"MA",1552,1552,0,0,0,0,0,0,100,2003
"412","Lábrea",1302405,"AM",69672,2121.8,429.4,65301.4,0,9.6,1793.3,445.9,100,2003
"413","Jutaí",1302306,"AM",71756,220,22.2,70269.5,0.5,6.9,97.6,1161.5,100,2003
"414","Juscimeira",5105200,"MT",2205,912.5,1.2,46.9,0,0,1244.4,1.2,100,2003
"415","Juruti",1503903,"PA",8308,1092.2,5.4,5465,8.5,0,633.3,1109,100,2003
"416","Juruena",5105176,"MT",2826,841.6,140.2,1892.8,0,0,66.5,25.1,100,2003
"417","Juruá",1302207,"AM",19849,134.5,7.6,18830.3,0,8.9,142.1,733.2,100,2003
"418","Junco do Maranhão",2105658,"MA",560,543.1,11.4,15.6,0,0,0,1.3,100,2003
"419","Juína",5105150,"MT",26359,3767.8,148.4,19907.6,0,3,2639.6,41,99,2003
"420","Juarina",1711803,"TO",482,210.3,0,13.1,0,0,236.9,21.7,100,2003
"421","Juara",5105101,"MT",22666,6534.1,354.9,14375,0,29.3,1600.6,127,100,2003
"422","Joselândia",2105609,"MA",691,457.1,20.6,78.4,0,142.9,0.2,12.4,100,2003
"423","Jordão",1200328,"AC",5635,110.7,6.9,5511,0,12.8,0.1,0.4,100,2003
"424","João Lisboa",2105500,"MA",638,565.3,0.3,71.9,0,0.8,0,0,100,2003
"425","Ji-Paraná",1100122,"RO",6955,2552.1,37.7,4299.1,0,2.2,66.3,35.3,99,2003
"426","Jenipapo dos Vieiras",2105476,"MA",1981,1068.1,2.5,748.4,0,0,164.5,0,100,2003
"427","Jauru",5105002,"MT",1316,1090.7,2.3,112.7,0,0.3,112.3,0,99,2003
"428","Jaú do Tocantins",1711506,"TO",2184,0,0,0,0,2186.3,2173.2,0,199,2003
"429","Jatobá",2105450,"MA",598,168.5,9.5,233.6,0,0,195.9,0,100,2003
"430","Jaru",1100114,"RO",2976,2572.3,28,358.8,0,0.1,44.8,0,100,2003
"431","Japurá",1302108,"AM",57555,47.7,1.5,55882.4,3.8,98.3,2.6,1520.2,99,2003
"432","Jangada",5104906,"MT",1022,0,0,0,0,0,1022.5,0,100,2003
"433","Jacundá",1503804,"PA",2013,1355.8,0.5,392.9,0,0,0,264.3,99,2003
"434","Jaciara",5104807,"MT",1657,683.4,0,14.9,0,0,958.7,0,100,2003
"435","Jacareacanga",1503754,"PA",53397,979.8,240.6,46485.7,0,8.8,5213.2,709.5,100,2003
"436","Itupiranga",1503705,"PA",7901,3609.7,218.8,4172.8,0,1,5.6,111.9,100,2003
"437","Itiquira",5104609,"MT",8724,155.5,2,219.8,0,83,8259.3,6.4,99,2003
"438","Itinga do Maranhão",2105427,"MA",3605,2228.4,26,1376.5,0,0,0,0.1,99,2003
"439","Itaubal",1600253,"AP",1704,86.3,2.1,414.6,4,0.2,779,419.9,99,2003
"440","Itaúba",5104559,"MT",4612,1398.9,92.7,2762.6,0,0,418.5,32,99,2003
"441","Itapuã do Oeste",1101104,"RO",4132,697.9,21.2,3224.2,0,0.3,2.5,207.1,100,2003
"442","Itaporã do Tocantins",1711100,"TO",977,920.2,1.2,56.3,0,0.5,0,0,100,2003
"443","Itapiratins",1710904,"TO",1250,0,0,0,0,0,1210.9,39.2,100,2003
"444","Itapiranga",1302009,"AM",4245,130,4.1,3787,0,0,155.6,172.4,100,2003
"445","Itapecuru Mirim",2105401,"MA",1494,408.9,8.2,766.9,0,6.5,308.4,3.3,100,2003
"446","Itanhangá",5104542,"MT",2927,1006.7,150.5,1916.1,0,0,0,4.2,99,2003
"447","Itamarati",1301951,"AM",26042,112.2,2.9,25636.5,0,1.5,3.3,288.5,100,2003
"448","Itaituba",1503606,"PA",62095,3768.5,256.3,57051.8,0,3.6,460.8,810.3,99,2003
"449","Itaipava do Grajaú",2105351,"MA",1045,891.5,0.5,152.2,0,1.3,0,0,99,2003
"450","Itaguatins",1710706,"TO",745,334.2,4,89.9,0,0,310,10.9,99,2003
"451","Itacoatiara",1301902,"AM",8927,1604.1,23.5,4827.5,0,0.5,829.3,1665.6,100,2003
"452","Itacajá",1710508,"TO",3072,0,0,0,0,0,3072.4,0,100,2003
"453","Irituia",1503507,"PA",1387,1095.1,63.9,0,0,295.9,17.2,3.3,101,2003
"454","Iranduba",1301852,"AM",2229,448.6,16.6,1343.7,0,0,132.9,303.8,99,2003
"455","Iracema",1400282,"RR",14271,528.5,30.2,13544.1,64.1,91.4,35.5,7.4,100,2003
"456","Ipueiras",1709807,"TO",818,0,0,0,0,817.3,818,0,199,2003
"457","Ipixuna do Pará",1503457,"PA",5245,2347.5,215.5,2863.9,0,1,6.7,25.9,99,2003
"458","Ipixuna",1301803,"AM",12595,174.7,15,12282.9,0,0.6,66.6,70.2,100,2003
"459","Ipiranga do Norte",5104526,"MT",3449,1542.9,158.4,1307.1,0,0,598.8,0.2,100,2003
"460","Inhangapi",1503408,"PA",476,313,6.8,0,0,162.4,6.8,25.2,106,2003
"461","Indiavaí",5104500,"MT",601,561.8,0.2,39.1,0,0.1,0,0,100,2003
"462","Imperatriz",2105302,"MA",1375,1096.5,0,102.1,0,0,155.1,21.3,100,2003
"463","Igarapé-Miri",1503309,"PA",2004,440.7,0.7,1038,0,0.2,203.3,321.8,100,2003
"464","Igarapé-Açu",1503200,"PA",789,657.2,41.9,0,0,131.7,6,1.2,100,2003
"465","Igarapé Grande",2105203,"MA",379,380,0,0,0,0,0,0,100,2003
"466","Igarapé do Meio",2105153,"MA",397,208.9,1.9,14.5,0,0.2,172.9,0.5,99,2003
"467","Humaitá",1301704,"AM",33428,592.1,10.7,28933.3,0,2.1,3116.3,784.2,99,2003
"468","Gurupi",1709500,"TO",1843,0,0,0,0,1844.6,1843.3,0,200,2003
"469","Gurupá",1503101,"PA",8550,80.6,9.1,6640,13.5,1.5,517.1,1297.3,99,2003
"470","Guiratinga",5104203,"MT",5359,168.2,0.3,0,0,190.2,5189,0,103,2003
"471","Guimarães",2104909,"MA",604,369.8,1.6,96.6,3,0,7.8,126.8,100,2003
"472","Guarantã do Norte",5104104,"MT",4713,2084.5,76,1904.1,0,0,724.2,0.2,100,2003
"473","Guaraí",1709302,"TO",2278,1005.8,2.2,191.4,0,0.1,1077.7,3,99,2003
"474","Guajará-Mirim",1100106,"RO",25260,1246.8,38.5,19976,0,72,3798.4,166.8,100,2003
"475","Guajará",1301654,"AM",7984,399.7,30.2,7370.2,0,0,206.9,7.2,100,2003
"476","Grajaú",2104800,"MA",7625,958.1,20.5,1904.8,0,0,4762.1,0,100,2003
"477","Graça Aranha",2104701,"MA",275,159.7,20.9,115.3,0,0,0,0,100,2003
"478","Governador Nunes Freire",2104677,"MA",1045,1002.8,40.7,41.9,0,0.3,0,0,100,2003
"479","Governador Newton Bello",2104651,"MA",1173,1163.2,0,9.7,0,0.1,0,0,100,2003
"480","Governador Luiz Rocha",2104628,"MA",377,93.1,13.6,229,0,28.9,26,0,100,2003
"481","Governador Jorge Teixeira",1101005,"RO",5131,1243.1,33.7,3696.5,0,0,191.4,0,100,2003
"482","Governador Eugênio Barros",2104602,"MA",829,203.6,37.5,348.8,0,276.6,0,0,100,2003
"483","Governador Edison Lobão",2104552,"MA",619,276.3,0.5,29.1,0,0,299.3,14.3,100,2003
"484","Governador Archer",2104503,"MA",442,159,3.6,0,0,283,0,0,100,2003
"485","Gonçalves Dias",2104404,"MA",888,420.5,43.7,339.9,0,127.6,0,0,100,2003
"486","Goiatins",1709005,"TO",6450,0,0,0,0,0.1,6434.6,15.9,100,2003
"487","Goianorte",1708304,"TO",1805,97.3,1.4,57.1,0,0.1,1650.5,0,100,2003
"488","Goianésia do Pará",1503093,"PA",7048,3302.1,55.8,3264.5,0,0.1,0,481.3,100,2003
"489","Godofredo Viana",2104305,"MA",684,286.5,45.3,295.4,0.8,0.2,28,73.1,100,2003
"490","Glória D'Oeste",5103957,"MT",849,293.1,1,49.4,0,0,506.5,0,100,2003
"491","General Carneiro",5103908,"MT",3793,0,0,0,0,1.6,3790.3,1.5,100,2003
"492","Gaúcha do Norte",5103858,"MT",16898,2741.5,314,9516.2,0,0,4609.7,30.6,100,2003
"493","Garrafão do Norte",1503077,"PA",1610,1299.8,0.1,309.4,0,0.8,0,0,100,2003
"494","Fortuna",2104206,"MA",706,194.8,22.7,242.9,0,263,5.3,0,100,2003
"495","Fortaleza dos Nogueiras",2104107,"MA",1680,0,0,0,0,1680.7,1680.7,0,200,2003
"496","Fortaleza do Tabocão",1708254,"TO",624,402.6,0.2,1.8,0,0,219.6,0,100,2003
"497","Formoso do Araguaia",1708205,"TO",13453,171.2,3.5,484.7,0,371.7,12257.6,167.8,99,2003
"498","Formosa da Serra Negra",2104099,"MA",3977,23.2,0.6,0,0,2389.6,3918.9,0,159,2003
"499","Fonte Boa",1301605,"AM",12392,94,14.5,11329.3,0,2.1,154.1,812.5,100,2003
"500","Floresta do Araguaia",1503044,"PA",3454,1634.5,1.2,596.2,0,0.2,1177.7,45.4,100,2003
"501","Filadélfia",1707702,"TO",1998,0,0,0,0,0,1975.5,23.5,100,2003
"502","Figueirópolis D'Oeste",5103809,"MT",893,735.7,0.7,51.2,0,0,106.1,0,100,2003
"503","Figueirópolis",1707652,"TO",1935,0,0,0,0,1624,1935.3,0,183,2003
"504","Ferreira Gomes",1600238,"AP",5047,121,19.3,3208.9,0.1,7.9,1643.1,66,100,2003
"505","Fernando Falcão",2104081,"MA",3547,25,3.9,94.4,0,0,3427.6,0,99,2003
"506","Feliz Natal",5103700,"MT",11448,1286.9,166.3,9432.6,0,4.1,703,21.4,100,2003
"507","Feira Nova do Maranhão",2104073,"MA",1486,0,0,0,0,1317.5,1486.9,0,188,2003
"508","Feijó",1200302,"AC",29179,1216.5,81.9,27887.8,0,57,0.4,17.3,100,2003
"509","Fátima",1707553,"TO",385,0,0,0,0,282.7,385,0,173,2003
"510","Faro",1503002,"PA",11794,209.9,4.8,11315,0,0.4,87.6,181.1,100,2003
"511","Estreito",2104057,"MA",2737,8.9,1.4,6.6,0,0.1,2700.3,21.1,99,2003
"512","Espigão D'Oeste",1100098,"RO",4551,1929.8,56.9,2324.4,0,0,296.5,0.3,100,2003
"513","Esperantinópolis",2104008,"MA",486,449.6,0,0,0,36.1,0.4,0,100,2003
"514","Esperantina",1707405,"TO",505,211,1.5,17.1,0,0,227.5,49.4,100,2003
"515","Epitaciolândia",1200252,"AC",1703,771.1,41.3,923.7,0,8.1,0,0.1,100,2003
"516","Envira",1301506,"AM",7793,189.7,26.8,7535.1,0,5.3,0.1,62.8,100,2003
"517","Eldorado dos Carajás",1502954,"PA",2968,2457.7,30.8,510.3,0,0,0,0,100,2003
"518","Eirunepé",1301407,"AM",15608,349.4,17.9,14899.5,0,5.3,172.1,181.7,99,2003
"519","Dueré",1707306,"TO",3435,31.1,0.1,0,0,1158,3150.7,3.9,126,2003
"520","Dom Pedro",2103802,"MA",374,189,15.9,32.8,0,152.2,0,0,100,2003
"521","Dom Eliseu",1502939,"PA",5296,2861.6,60,2433.3,0,1.1,0,0,100,2003
"522","Dom Aquino",5103601,"MT",2208,797,0,51.3,0,0,1359.7,0,100,2003
"523","Dois Irmãos do Tocantins",1707207,"TO",3772,59,0.2,83.1,0,1.9,3628,0,99,2003
"524","Divinópolis do Tocantins",1707108,"TO",2355,17.2,0,58.5,0,0.1,2279.2,0,99,2003
"525","Dianópolis",1707009,"TO",3240,0,0,0,0,3240,3235.3,0,199,2003
"526","Diamantino",5103502,"MT",8135,500.8,31.8,1915.7,0,1.1,5717.4,0,100,2003
"527","Denise",5103452,"MT",1303,1132.5,1.3,165.1,0,0,5.4,0,99,2003
"528","Davinópolis",2103752,"MA",339,272.7,1,66.3,0,0,0,0,100,2003
"529","Darcinópolis",1706506,"TO",1649,102.7,4.5,31.8,0,0,1509.6,4.9,100,2003
"530","Cutias",1600212,"AP",2117,171.1,40.1,428.9,0,0.5,1452.3,64.2,99,2003
"531","Curvelândia",5103437,"MT",362,291.6,0.6,33.1,0,0.2,37.1,0,100,2003
"532","Cururupu",2103703,"MA",1235,610.2,5.2,434,9.1,0.6,12.6,168.5,99,2003
"533","Curuçá",1502905,"PA",675,249.2,23.8,0,2.1,377.1,0.9,69,103,2003
"534","Curuá",1502855,"PA",1430,291.9,1.3,397.8,0,0.6,272.6,467.1,99,2003
"535","Curralinho",1502806,"PA",3626,182.5,0.4,2829.8,0.8,0.8,241.5,370.6,99,2003
"536","Curionópolis",1502772,"PA",2375,2028,10.9,340.7,0,1.7,4.6,0,99,2003
"537","Cumaru do Norte",1502764,"PA",17105,5324.8,349,10343.9,0,0.3,1436,0,100,2003
"538","Cujubim",1100940,"RO",3904,913.6,116.7,2988,0,0.2,0,2.2,100,2003
"539","Cuiabá",5103403,"MT",3496,164.3,0.9,172.2,0,0.4,3159.1,0,100,2003
"540","Cruzeiro do Sul",1200203,"AC",9202,858.6,18,8287,0,35.7,20.7,0,100,2003
"541","Crixás do Tocantins",1706258,"TO",990,0,0,0,0,720.4,990.5,0,172,2003
"542","Cristalândia",1706100,"TO",1854,0,0,0,0,97.5,1852.9,0,105,2003
"543","Couto Magalhães",1706001,"TO",1591,219.7,6.8,101.7,0,0,1230.2,39.4,100,2003
"544","Cotriguaçu",5103379,"MT",9527,1083.2,258.1,8194.6,0,0.1,116,133.1,100,2003
"545","Costa Marques",1100080,"RO",5058,1077.2,150.3,3350.9,0,50.2,558.9,20.8,99,2003
